User, Question, Answer
11746,I believe that I choose what happens in my own life.,50
11746,I believe that much of my life has already been decided for me.,75
11746,I have complete control over the course my musical career takes.,50
11746,I have too little control over the course my musical career takes.,75
11746,I like to be in control.,50
11746,I feel uncomfortable if I don't have enough control.,75
11746,I feel uncomfortable if I have too much control.,50
11746,I deal well with conflicts.,75
11746,I am a non-confrontational person.,50
11746,My family and friends come to support me in my performances.,75
11746,I have a good support system in my family and/or friends.,50
11746,My friends and family want me to succeed with my voice/instrument.,75
11746,My friends and family understand my performance anxiety fully.,50
11746,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11746,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11746,There is a person or there are people who care about me succeeding as much as I do.,75
11746,I have a plan for combating any performance anxiety I might experience.,50
11746,I have a method for coping with stress that works.,75
11746,I plan too much for myself.,50
11746,I am good about setting boundaries and not taking on too much.,75
11746,I have personally experienced performance anxiety in my life.,50
11746,I have personally experienced performance anxiety in the recent past.,75
11746,I used to get nervous  but don't tend to do that anymore.,50
11746,I am an introverted individual.,75
11746,I am an extroverted individual.,50
11746,I fear the future.,75
11746,I am a positive thinker.,50
11746,I'm often negative.,75
11746,Important people will be at my performances.,50
11746,I am embarrassed by my nervousness.,75
11746,My heart is races when I perform.,50
11746,I breathe faster than normal when I perform.,75
11746,I sweat because of anxiety when I perform.,50
11746,I get cold because of anxiety when I perform.,75
11746,I can't get motivated for performances.,50
11746,I am more critical of myself than usual when a performance is imminent.,75
11746,I have trouble staying focused when anticipating a performance.,50
11746,I make more mistakes than I should when anticipating a performance.,75
11746,I imagine the worst when anticipating a performance.,50
11746,My voice is affected by my nervousness during a performance.,75
11746,My teacher doesn't think I perform as well as I should.,50
11746,My peers don't think I perform as well as I should.,75
11746,My family/friends don't think I perform as well as I should.,50
11746,My romantic partner doesn't think I perform as well as I should.,75
11746,My stomach gets upset when I perform.,50
11746,I feel jittery when I perform.,75
11746,I feel uneasy when I perform.,50
11746,During performances I am concerned about the outcome of that performance.,75
11746,I have memory slips because of anxiety when I perform.,50
11746,I have trouble sleeping when anticipating a performance.,75
11746,My eating habits change because of anxiety when anticipating a performance.,50
11746,Anxiety affects the amount of practicing I do.,75
11746,Anxiety affects the quality of my practicing.,50
11746,My sleep habits are affected by anxiety.,75
11746,I become irritable because of anxiety.,50
11746,I drink more alcohol because of anxiety.,75
11746,I use recreational drugs because of anxiety.,50
11746,I procrastinate because of anxiety.,75
11746,My relationships are affected by my anxiety.,50
11746,My general activity level is affected by anxiety.,75
11746,My throat gets dry because of anxiety during performances.,50
11746,I often want to cancel or reschedule my performances because of anxiety.,75
11746,I'd rather be singing/playing in a practice room than in front of people.,50
11746,Nervousness is negatively affecting my musical progress.,75
11746,I am driven to do my best.,50
11746,My quality of performing/singing/playing is consistent.,75
11746,I start new projects with lots of energy.,50
11746,I fear success.,75
11746,I function well at a high energy level.,50
11746,I am able to quiet mental chatter.,75
11746,I frequently imagine the worst.,50
11746,I need to learn how to relax.,75
11746,No matter how much I prepare  something always goes wrong.,50
11747,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11747,I am a confident singer/player.,25
11747,If I am in one  I am happy in my romantic relationship.,75
11747,I am disheartened by the odds for success as a singer/instrumentalist.,25
11747,Singing/playing is very high on my priority list.,0
11747,I believe that much of my life has already been decided for me.,75
11747,I have a good support system in my family and/or friends.,6
11747,I feel uneasy when I perform.,75
11747,Anxiety affects the quality of my practicing.,100
11747,I have perfect/absolute pitch.,75
11747,I have strong relative pitch.,50
11747,I consider myself to be a good musician.,75
11747,I learn music easily.,50
11747,I memorize music easily.,75
11747,My voice/instrument teacher and I have a good relationship.,50
11747,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11747,I am critical of myself in my practicing.,50
11747,I tend to get sick near a performance.,75
11747,I am a generally healthy person.,50
11747,My diet is healthy.,75
11747,I get enough sleep on a regular basis.,50
11747,I exercise regularly.,75
11747,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11747,I deal with stress well.,75
11747,I am stressed more often than I should be.,50
11747,I am a generally anxious person.,75
11747,People who know me would say I am an anxious or stressed person.,50
11747,I feel like I belong at this school/in this career/avocation (related to music).,75
11747,I feel like I belong in my teacher's studio of students.,50
11747,I feel comfortable in my teacher's studio.,75
11747,I feel comfortable performing in front of my musical colleagues.,50
11747,My teacher believes in me and my vocal/instrumental ability.,75
11747,My family believes in me and my vocal/instrumental ability.,50
11747,I believe in myself and my vocal/instrumental ability.,75
11747,My teacher understands my musical goals.,50
11747,My teacher understands who I am as a person.,75
11747,I am a confident singer/player.,50
11747,I am a confident performer.,75
11747,I am easily distractible.,50
11747,I maintain my focus easily when singing/playing.,75
11747,I maintain my focus easily when practicing.,50
11747,I maintain my focus easily when performing.,75
11747,Staying focused during a performance can be a struggle.,50
11747,I believe I will have good audience turnout for my performances.,75
11747,As a child  I was a natural performer.,50
11747,I consider myself to be a natural performer.,75
11747,Those who know me would consider me to be a natural performer.,50
11747,I am sometimes down or depressed.,75
11747,I am often down or depressed.,50
11747,I like who I am as a person.,75
11747,I like who I am as a singer/player.,50
11747,I am a good singer/player.,75
11747,I am a physically attractive person.,50
11747,Others consider me to be a physically attractive person.,75
11747,I have a good relationship with my family.,50
11747,I have good relationships with my friends.,75
11747,If I am in one  I am happy in my romantic relationship.,50
11747,I am content with the frequency of my dating.,75
11747,I have a good relationship with my romantic partner.,50
11747,My romantic partner believes in me and my vocal/instrumental ability.,75
11747,My romantic partner understands my musical goals.,50
11747,My romantic partner understands who I am as a person.,75
11747,My romantic partner supports me in my performances.,50
11747,My romantic partner wants me to succeed with my voice/instrument.,75
11747,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11747,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11747,I sometimes have low self-esteem.,50
11747,I often have low self-esteem.,75
11747,I have other activities I take part in and enjoy besides singing/playing.,50
11747,A career as a professional musician is important to me.,75
11747,Performing music is very important to me.,50
11747,I prefer performances to auditions.,75
11747,Auditions make me nervous.,50
11747,I consider myself to be a perfectionist.,75
11747,Those who know me well would consider me to be a perfectionist.,50
11747,I am a competitive person by nature.,75
11747,I am a competitive person because of my musical/performance plans.,50
11747,I enjoy a challenge.,75
11747,I enjoy a competition.,50
11747,I tend to have anxiety about performances.,75
11747,I tend to have anxiety about auditions.,50
11747,My teacher understands my performance anxiety fully.,75
11747,My romantic partner understands my performance anxiety fully.,50
11747,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11747,I am disheartened by the odds for success as a singer/instrumentalist.,50
11747,I believe that  even if I don't sing/play for a living  I will be happy.,75
11747,Singing/playing is my top priority.,50
11747,Singing/playing is very high on my priority list.,75
11747,I consider myself to be a religious or spiritual person.,50
11747,I regularly attend religious services.,75
11747,I believe that a higher power is looking out for me.,50
11747,I believe that things happen for a reason.,75
11747,I believe that I choose what happens in my own life.,50
11747,I believe that much of my life has already been decided for me.,75
11747,I have complete control over the course my musical career takes.,50
11747,I have too little control over the course my musical career takes.,75
11747,I like to be in control.,50
11747,I feel uncomfortable if I don't have enough control.,75
11747,I feel uncomfortable if I have too much control.,50
11747,I deal well with conflicts.,75
11747,I am a non-confrontational person.,50
11747,My family and friends come to support me in my performances.,75
11747,I have a good support system in my family and/or friends.,50
11747,My friends and family want me to succeed with my voice/instrument.,75
11747,My friends and family understand my performance anxiety fully.,50
11747,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11747,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11747,There is a person or there are people who care about me succeeding as much as I do.,75
11747,I have a plan for combating any performance anxiety I might experience.,50
11747,I have a method for coping with stress that works.,75
11747,I plan too much for myself.,50
11747,I am good about setting boundaries and not taking on too much.,75
11747,I have personally experienced performance anxiety in my life.,50
11747,I have personally experienced performance anxiety in the recent past.,75
11747,I used to get nervous  but don't tend to do that anymore.,50
11747,I am an introverted individual.,75
11747,I am an extroverted individual.,50
11747,I fear the future.,75
11747,I am a positive thinker.,50
11747,I'm often negative.,75
11747,Important people will be at my performances.,50
11747,I am embarrassed by my nervousness.,75
11747,My heart is races when I perform.,50
11747,I breathe faster than normal when I perform.,75
11747,I sweat because of anxiety when I perform.,50
11747,I get cold because of anxiety when I perform.,75
11747,I can't get motivated for performances.,50
11747,I am more critical of myself than usual when a performance is imminent.,75
11747,I have trouble staying focused when anticipating a performance.,50
11747,I make more mistakes than I should when anticipating a performance.,75
11747,I imagine the worst when anticipating a performance.,50
11747,My voice is affected by my nervousness during a performance.,75
11747,My teacher doesn't think I perform as well as I should.,50
11747,My peers don't think I perform as well as I should.,75
11747,My family/friends don't think I perform as well as I should.,50
11747,My romantic partner doesn't think I perform as well as I should.,75
11747,My stomach gets upset when I perform.,50
11747,I feel jittery when I perform.,75
11747,I feel uneasy when I perform.,50
11747,During performances I am concerned about the outcome of that performance.,75
11747,I have memory slips because of anxiety when I perform.,50
11747,I have trouble sleeping when anticipating a performance.,75
11747,My eating habits change because of anxiety when anticipating a performance.,50
11747,Anxiety affects the amount of practicing I do.,75
11747,Anxiety affects the quality of my practicing.,50
11747,My sleep habits are affected by anxiety.,75
11747,I become irritable because of anxiety.,50
11747,I drink more alcohol because of anxiety.,75
11747,I use recreational drugs because of anxiety.,50
11747,I procrastinate because of anxiety.,75
11747,My relationships are affected by my anxiety.,50
11747,My general activity level is affected by anxiety.,75
11747,My throat gets dry because of anxiety during performances.,50
11747,I often want to cancel or reschedule my performances because of anxiety.,75
11747,I'd rather be singing/playing in a practice room than in front of people.,50
11747,Nervousness is negatively affecting my musical progress.,75
11747,I am driven to do my best.,50
11747,My quality of performing/singing/playing is consistent.,75
11747,I start new projects with lots of energy.,50
11747,I fear success.,75
11747,I function well at a high energy level.,50
11747,I am able to quiet mental chatter.,75
11747,I frequently imagine the worst.,50
11747,I need to learn how to relax.,75
11747,No matter how much I prepare  something always goes wrong.,50
11748,I am a generally healthy person.,25
11748,I am a generally anxious person.,100
11748,I am a confident performer.,100
11748,I maintain my focus easily when singing/playing.,100
11748,I have a good relationship with my romantic partner.,0
11748,My family and friends come to support me in my performances.,6
11748,I am a positive thinker.,6
11748,I sweat because of anxiety when I perform.,25
11748,Anxiety affects the quality of my practicing.,75
11748,I am driven to do my best.,6
11748,I have perfect/absolute pitch.,75
11748,I have strong relative pitch.,50
11748,I consider myself to be a good musician.,75
11748,I learn music easily.,50
11748,I memorize music easily.,75
11748,My voice/instrument teacher and I have a good relationship.,50
11748,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11748,I am critical of myself in my practicing.,50
11748,I tend to get sick near a performance.,75
11748,I am a generally healthy person.,50
11748,My diet is healthy.,75
11748,I get enough sleep on a regular basis.,50
11748,I exercise regularly.,75
11748,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11748,I deal with stress well.,75
11748,I am stressed more often than I should be.,50
11748,I am a generally anxious person.,75
11748,People who know me would say I am an anxious or stressed person.,50
11748,I feel like I belong at this school/in this career/avocation (related to music).,75
11748,I feel like I belong in my teacher's studio of students.,50
11748,I feel comfortable in my teacher's studio.,75
11748,I feel comfortable performing in front of my musical colleagues.,50
11748,My teacher believes in me and my vocal/instrumental ability.,75
11748,My family believes in me and my vocal/instrumental ability.,50
11748,I believe in myself and my vocal/instrumental ability.,75
11748,My teacher understands my musical goals.,50
11748,My teacher understands who I am as a person.,75
11748,I am a confident singer/player.,50
11748,I am a confident performer.,75
11748,I am easily distractible.,50
11748,I maintain my focus easily when singing/playing.,75
11748,I maintain my focus easily when practicing.,50
11748,I maintain my focus easily when performing.,75
11748,Staying focused during a performance can be a struggle.,50
11748,I believe I will have good audience turnout for my performances.,75
11748,As a child  I was a natural performer.,50
11748,I consider myself to be a natural performer.,75
11748,Those who know me would consider me to be a natural performer.,50
11748,I am sometimes down or depressed.,75
11748,I am often down or depressed.,50
11748,I like who I am as a person.,75
11748,I like who I am as a singer/player.,50
11748,I am a good singer/player.,75
11748,I am a physically attractive person.,50
11748,Others consider me to be a physically attractive person.,75
11748,I have a good relationship with my family.,50
11748,I have good relationships with my friends.,75
11748,If I am in one  I am happy in my romantic relationship.,50
11748,I am content with the frequency of my dating.,75
11748,I have a good relationship with my romantic partner.,50
11748,My romantic partner believes in me and my vocal/instrumental ability.,75
11748,My romantic partner understands my musical goals.,50
11748,My romantic partner understands who I am as a person.,75
11748,My romantic partner supports me in my performances.,50
11748,My romantic partner wants me to succeed with my voice/instrument.,75
11748,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11748,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11748,I sometimes have low self-esteem.,50
11748,I often have low self-esteem.,75
11748,I have other activities I take part in and enjoy besides singing/playing.,50
11748,A career as a professional musician is important to me.,75
11748,Performing music is very important to me.,50
11748,I prefer performances to auditions.,75
11748,Auditions make me nervous.,50
11748,I consider myself to be a perfectionist.,75
11748,Those who know me well would consider me to be a perfectionist.,50
11748,I am a competitive person by nature.,75
11748,I am a competitive person because of my musical/performance plans.,50
11748,I enjoy a challenge.,75
11748,I enjoy a competition.,50
11748,I tend to have anxiety about performances.,75
11748,I tend to have anxiety about auditions.,50
11748,My teacher understands my performance anxiety fully.,75
11748,My romantic partner understands my performance anxiety fully.,50
11748,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11748,I am disheartened by the odds for success as a singer/instrumentalist.,50
11748,I believe that  even if I don't sing/play for a living  I will be happy.,75
11748,Singing/playing is my top priority.,50
11748,Singing/playing is very high on my priority list.,75
11748,I consider myself to be a religious or spiritual person.,50
11748,I regularly attend religious services.,75
11748,I believe that a higher power is looking out for me.,50
11748,I believe that things happen for a reason.,75
11748,I believe that I choose what happens in my own life.,50
11748,I believe that much of my life has already been decided for me.,75
11748,I have complete control over the course my musical career takes.,50
11748,I have too little control over the course my musical career takes.,75
11748,I like to be in control.,50
11748,I feel uncomfortable if I don't have enough control.,75
11748,I feel uncomfortable if I have too much control.,50
11748,I deal well with conflicts.,75
11748,I am a non-confrontational person.,50
11748,My family and friends come to support me in my performances.,75
11748,I have a good support system in my family and/or friends.,50
11748,My friends and family want me to succeed with my voice/instrument.,75
11748,My friends and family understand my performance anxiety fully.,50
11748,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11748,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11748,There is a person or there are people who care about me succeeding as much as I do.,75
11748,I have a plan for combating any performance anxiety I might experience.,50
11748,I have a method for coping with stress that works.,75
11748,I plan too much for myself.,50
11748,I am good about setting boundaries and not taking on too much.,75
11748,I have personally experienced performance anxiety in my life.,50
11748,I have personally experienced performance anxiety in the recent past.,75
11748,I used to get nervous  but don't tend to do that anymore.,50
11748,I am an introverted individual.,75
11748,I am an extroverted individual.,50
11748,I fear the future.,75
11748,I am a positive thinker.,50
11748,I'm often negative.,75
11748,Important people will be at my performances.,50
11748,I am embarrassed by my nervousness.,75
11748,My heart is races when I perform.,50
11748,I breathe faster than normal when I perform.,75
11748,I sweat because of anxiety when I perform.,50
11748,I get cold because of anxiety when I perform.,75
11748,I can't get motivated for performances.,50
11748,I am more critical of myself than usual when a performance is imminent.,75
11748,I have trouble staying focused when anticipating a performance.,50
11748,I make more mistakes than I should when anticipating a performance.,75
11748,I imagine the worst when anticipating a performance.,50
11748,My voice is affected by my nervousness during a performance.,75
11748,My teacher doesn't think I perform as well as I should.,50
11748,My peers don't think I perform as well as I should.,75
11748,My family/friends don't think I perform as well as I should.,50
11748,My romantic partner doesn't think I perform as well as I should.,75
11748,My stomach gets upset when I perform.,50
11748,I feel jittery when I perform.,75
11748,I feel uneasy when I perform.,50
11748,During performances I am concerned about the outcome of that performance.,75
11748,I have memory slips because of anxiety when I perform.,50
11748,I have trouble sleeping when anticipating a performance.,75
11748,My eating habits change because of anxiety when anticipating a performance.,50
11748,Anxiety affects the amount of practicing I do.,75
11748,Anxiety affects the quality of my practicing.,50
11748,My sleep habits are affected by anxiety.,75
11748,I become irritable because of anxiety.,50
11748,I drink more alcohol because of anxiety.,75
11748,I use recreational drugs because of anxiety.,50
11748,I procrastinate because of anxiety.,75
11748,My relationships are affected by my anxiety.,50
11748,My general activity level is affected by anxiety.,75
11748,My throat gets dry because of anxiety during performances.,50
11748,I often want to cancel or reschedule my performances because of anxiety.,75
11748,I'd rather be singing/playing in a practice room than in front of people.,50
11748,Nervousness is negatively affecting my musical progress.,75
11748,I am driven to do my best.,50
11748,My quality of performing/singing/playing is consistent.,75
11748,I start new projects with lots of energy.,50
11748,I fear success.,75
11748,I function well at a high energy level.,50
11748,I am able to quiet mental chatter.,75
11748,I frequently imagine the worst.,50
11748,I need to learn how to relax.,75
11748,No matter how much I prepare  something always goes wrong.,50
11749,I have perfect/absolute pitch.,50
11749,My voice/instrument teacher and I have a good relationship.,6
11749,I believe in myself and my vocal/instrumental ability.,75
11749,My teacher understands who I am as a person.,25
11749,I sometimes have low self-esteem.,75
11749,I often have low self-esteem.,100
11749,I have other activities I take part in and enjoy besides singing/playing.,100
11749,Singing/playing is my top priority.,50
11749,My family and friends come to support me in my performances.,25
11749,I plan too much for myself.,0
11749,I have personally experienced performance anxiety in the recent past.,75
11749,I am an introverted individual.,25
11749,I can't get motivated for performances.,6
11749,My general activity level is affected by anxiety.,50
11749,Nervousness is negatively affecting my musical progress.,75
11749,I have perfect/absolute pitch.,75
11749,I have strong relative pitch.,50
11749,I consider myself to be a good musician.,75
11749,I learn music easily.,50
11749,I memorize music easily.,75
11749,My voice/instrument teacher and I have a good relationship.,50
11749,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11749,I am critical of myself in my practicing.,50
11749,I tend to get sick near a performance.,75
11749,I am a generally healthy person.,50
11749,My diet is healthy.,75
11749,I get enough sleep on a regular basis.,50
11749,I exercise regularly.,75
11749,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11749,I deal with stress well.,75
11749,I am stressed more often than I should be.,50
11749,I am a generally anxious person.,75
11749,People who know me would say I am an anxious or stressed person.,50
11749,I feel like I belong at this school/in this career/avocation (related to music).,75
11749,I feel like I belong in my teacher's studio of students.,50
11749,I feel comfortable in my teacher's studio.,75
11749,I feel comfortable performing in front of my musical colleagues.,50
11749,My teacher believes in me and my vocal/instrumental ability.,75
11749,My family believes in me and my vocal/instrumental ability.,50
11749,I believe in myself and my vocal/instrumental ability.,75
11749,My teacher understands my musical goals.,50
11749,My teacher understands who I am as a person.,75
11749,I am a confident singer/player.,50
11749,I am a confident performer.,75
11749,I am easily distractible.,50
11749,I maintain my focus easily when singing/playing.,75
11749,I maintain my focus easily when practicing.,50
11749,I maintain my focus easily when performing.,75
11749,Staying focused during a performance can be a struggle.,50
11749,I believe I will have good audience turnout for my performances.,75
11749,As a child  I was a natural performer.,50
11749,I consider myself to be a natural performer.,75
11749,Those who know me would consider me to be a natural performer.,50
11749,I am sometimes down or depressed.,75
11749,I am often down or depressed.,50
11749,I like who I am as a person.,75
11749,I like who I am as a singer/player.,50
11749,I am a good singer/player.,75
11749,I am a physically attractive person.,50
11749,Others consider me to be a physically attractive person.,75
11749,I have a good relationship with my family.,50
11749,I have good relationships with my friends.,75
11749,If I am in one  I am happy in my romantic relationship.,50
11749,I am content with the frequency of my dating.,75
11749,I have a good relationship with my romantic partner.,50
11749,My romantic partner believes in me and my vocal/instrumental ability.,75
11749,My romantic partner understands my musical goals.,50
11749,My romantic partner understands who I am as a person.,75
11749,My romantic partner supports me in my performances.,50
11749,My romantic partner wants me to succeed with my voice/instrument.,75
11749,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11749,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11749,I sometimes have low self-esteem.,50
11749,I often have low self-esteem.,75
11749,I have other activities I take part in and enjoy besides singing/playing.,50
11749,A career as a professional musician is important to me.,75
11749,Performing music is very important to me.,50
11749,I prefer performances to auditions.,75
11749,Auditions make me nervous.,50
11749,I consider myself to be a perfectionist.,75
11749,Those who know me well would consider me to be a perfectionist.,50
11749,I am a competitive person by nature.,75
11749,I am a competitive person because of my musical/performance plans.,50
11749,I enjoy a challenge.,75
11749,I enjoy a competition.,50
11749,I tend to have anxiety about performances.,75
11749,I tend to have anxiety about auditions.,50
11749,My teacher understands my performance anxiety fully.,75
11749,My romantic partner understands my performance anxiety fully.,50
11749,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11749,I am disheartened by the odds for success as a singer/instrumentalist.,50
11749,I believe that  even if I don't sing/play for a living  I will be happy.,75
11749,Singing/playing is my top priority.,50
11749,Singing/playing is very high on my priority list.,75
11749,I consider myself to be a religious or spiritual person.,50
11749,I regularly attend religious services.,75
11749,I believe that a higher power is looking out for me.,50
11749,I believe that things happen for a reason.,75
11749,I believe that I choose what happens in my own life.,50
11749,I believe that much of my life has already been decided for me.,75
11749,I have complete control over the course my musical career takes.,50
11749,I have too little control over the course my musical career takes.,75
11749,I like to be in control.,50
11749,I feel uncomfortable if I don't have enough control.,75
11749,I feel uncomfortable if I have too much control.,50
11749,I deal well with conflicts.,75
11749,I am a non-confrontational person.,50
11749,My family and friends come to support me in my performances.,75
11749,I have a good support system in my family and/or friends.,50
11749,My friends and family want me to succeed with my voice/instrument.,75
11749,My friends and family understand my performance anxiety fully.,50
11749,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11749,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11749,There is a person or there are people who care about me succeeding as much as I do.,75
11749,I have a plan for combating any performance anxiety I might experience.,50
11749,I have a method for coping with stress that works.,75
11749,I plan too much for myself.,50
11749,I am good about setting boundaries and not taking on too much.,75
11749,I have personally experienced performance anxiety in my life.,50
11749,I have personally experienced performance anxiety in the recent past.,75
11749,I used to get nervous  but don't tend to do that anymore.,50
11749,I am an introverted individual.,75
11749,I am an extroverted individual.,50
11749,I fear the future.,75
11749,I am a positive thinker.,50
11749,I'm often negative.,75
11749,Important people will be at my performances.,50
11749,I am embarrassed by my nervousness.,75
11749,My heart is races when I perform.,50
11749,I breathe faster than normal when I perform.,75
11749,I sweat because of anxiety when I perform.,50
11749,I get cold because of anxiety when I perform.,75
11749,I can't get motivated for performances.,50
11749,I am more critical of myself than usual when a performance is imminent.,75
11749,I have trouble staying focused when anticipating a performance.,50
11749,I make more mistakes than I should when anticipating a performance.,75
11749,I imagine the worst when anticipating a performance.,50
11749,My voice is affected by my nervousness during a performance.,75
11749,My teacher doesn't think I perform as well as I should.,50
11749,My peers don't think I perform as well as I should.,75
11749,My family/friends don't think I perform as well as I should.,50
11749,My romantic partner doesn't think I perform as well as I should.,75
11749,My stomach gets upset when I perform.,50
11749,I feel jittery when I perform.,75
11749,I feel uneasy when I perform.,50
11749,During performances I am concerned about the outcome of that performance.,75
11749,I have memory slips because of anxiety when I perform.,50
11749,I have trouble sleeping when anticipating a performance.,75
11749,My eating habits change because of anxiety when anticipating a performance.,50
11749,Anxiety affects the amount of practicing I do.,75
11749,Anxiety affects the quality of my practicing.,50
11749,My sleep habits are affected by anxiety.,75
11749,I become irritable because of anxiety.,50
11749,I drink more alcohol because of anxiety.,75
11749,I use recreational drugs because of anxiety.,50
11749,I procrastinate because of anxiety.,75
11749,My relationships are affected by my anxiety.,50
11749,My general activity level is affected by anxiety.,75
11749,My throat gets dry because of anxiety during performances.,50
11749,I often want to cancel or reschedule my performances because of anxiety.,75
11749,I'd rather be singing/playing in a practice room than in front of people.,50
11749,Nervousness is negatively affecting my musical progress.,75
11749,I am driven to do my best.,50
11749,My quality of performing/singing/playing is consistent.,75
11749,I start new projects with lots of energy.,50
11749,I fear success.,75
11749,I function well at a high energy level.,50
11749,I am able to quiet mental chatter.,75
11749,I frequently imagine the worst.,50
11749,I need to learn how to relax.,75
11749,No matter how much I prepare  something always goes wrong.,50
11750,If I am in one  I am happy in my romantic relationship.,0
11750,I am content with the frequency of my dating.,75
11750,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,0
11750,I am a competitive person because of my musical/performance plans.,50
11750,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,100
11750,I believe that  even if I don't sing/play for a living  I will be happy.,6
11750,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,0
11750,Anxiety affects the amount of practicing I do.,100
11750,I am able to quiet mental chatter.,0
11750,I have perfect/absolute pitch.,75
11750,I have strong relative pitch.,50
11750,I consider myself to be a good musician.,75
11750,I learn music easily.,50
11750,I memorize music easily.,75
11750,My voice/instrument teacher and I have a good relationship.,50
11750,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11750,I am critical of myself in my practicing.,50
11750,I tend to get sick near a performance.,75
11750,I am a generally healthy person.,50
11750,My diet is healthy.,75
11750,I get enough sleep on a regular basis.,50
11750,I exercise regularly.,75
11750,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11750,I deal with stress well.,75
11750,I am stressed more often than I should be.,50
11750,I am a generally anxious person.,75
11750,People who know me would say I am an anxious or stressed person.,50
11750,I feel like I belong at this school/in this career/avocation (related to music).,75
11750,I feel like I belong in my teacher's studio of students.,50
11750,I feel comfortable in my teacher's studio.,75
11750,I feel comfortable performing in front of my musical colleagues.,50
11750,My teacher believes in me and my vocal/instrumental ability.,75
11750,My family believes in me and my vocal/instrumental ability.,50
11750,I believe in myself and my vocal/instrumental ability.,75
11750,My teacher understands my musical goals.,50
11750,My teacher understands who I am as a person.,75
11750,I am a confident singer/player.,50
11750,I am a confident performer.,75
11750,I am easily distractible.,50
11750,I maintain my focus easily when singing/playing.,75
11750,I maintain my focus easily when practicing.,50
11750,I maintain my focus easily when performing.,75
11750,Staying focused during a performance can be a struggle.,50
11750,I believe I will have good audience turnout for my performances.,75
11750,As a child  I was a natural performer.,50
11750,I consider myself to be a natural performer.,75
11750,Those who know me would consider me to be a natural performer.,50
11750,I am sometimes down or depressed.,75
11750,I am often down or depressed.,50
11750,I like who I am as a person.,75
11750,I like who I am as a singer/player.,50
11750,I am a good singer/player.,75
11750,I am a physically attractive person.,50
11750,Others consider me to be a physically attractive person.,75
11750,I have a good relationship with my family.,50
11750,I have good relationships with my friends.,75
11750,If I am in one  I am happy in my romantic relationship.,50
11750,I am content with the frequency of my dating.,75
11750,I have a good relationship with my romantic partner.,50
11750,My romantic partner believes in me and my vocal/instrumental ability.,75
11750,My romantic partner understands my musical goals.,50
11750,My romantic partner understands who I am as a person.,75
11750,My romantic partner supports me in my performances.,50
11750,My romantic partner wants me to succeed with my voice/instrument.,75
11750,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11750,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11750,I sometimes have low self-esteem.,50
11750,I often have low self-esteem.,75
11750,I have other activities I take part in and enjoy besides singing/playing.,50
11750,A career as a professional musician is important to me.,75
11750,Performing music is very important to me.,50
11750,I prefer performances to auditions.,75
11750,Auditions make me nervous.,50
11750,I consider myself to be a perfectionist.,75
11750,Those who know me well would consider me to be a perfectionist.,50
11750,I am a competitive person by nature.,75
11750,I am a competitive person because of my musical/performance plans.,50
11750,I enjoy a challenge.,75
11750,I enjoy a competition.,50
11750,I tend to have anxiety about performances.,75
11750,I tend to have anxiety about auditions.,50
11750,My teacher understands my performance anxiety fully.,75
11750,My romantic partner understands my performance anxiety fully.,50
11750,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11750,I am disheartened by the odds for success as a singer/instrumentalist.,50
11750,I believe that  even if I don't sing/play for a living  I will be happy.,75
